"Genotype" "Mammal.herb" "HCN" "Flwr.date" "Bnr.wdth" "Bnr.ht" "Biomass" "Infl" "Flwrs" "AF.Seeds" "RF.Seed" "Flwr.date.T" "Bnr.wdth.T" "Bnr.ht.T" "Biomass.T" "Infl.T" "Flwrs.T" "Flwr.date.S" "Bnr.wdth.S" "Bnr.ht.S" "Biomass.S" "Infl.S" "Flwrs.S"
"85" "81-4" 0 "No" 21 3.37153846153846 6.06769230769231 54.7191666666667 84.4615384615385 59.2307692307692 6.02284877882416 1.91572603864453 4.58257569495584 1.35505533243364 0.0271614468687384 2.71978684393943 4.38752559123891 3.89806542734878 -1.12506761742597 0.518303782866762 0.306968667511796 1.00217033137501 1.13306390205307 -0.0798769132312492
"86" "81-4" 1 "No" 27.6666666666667 3.41 6.5 50.55 40.3333333333333 57.5 2.8549 0.908076305511031 5.25991127935317 1.35890342970424 0.0236686390532544 2.66643063272634 3.42942549270059 3.85972131468082 -0.519663492915238 0.653176566257803 -0.79379124597045 0.854047016326866 0.35427121029106 -0.237929074269914
"87" "83-4" 0 "Yes" 49.6666666666667 3.158 6.17 41.4642857142857 9 51.6666666666667 0.295285714285714 0.0939234160561691 7.04745817062199 1.3330702346367 0.026268161149915 2.53757301383907 2.0800838230519 3.72451860311519 1.07805008608323 -0.252256606980411 0.0254492818164487 0.496322634388181 -0.742542611788208 -0.795226642381114
"88" "83-4" 1 "Yes" 73.1666666666667 3.405 6.92 19.3377777777778 4.77777777777778 53.5 0.1933 0.0614841675208527 8.55375161357089 1.35840502381454 0.0208827558555247 2.09701550361718 1.68425811573619 3.76806102169618 2.42437867724403 0.635707831744504 -1.67176355641653 -0.726718458668585 -1.06428996213218 -0.615747372299415
"89" "84-4" 0 "Yes" 37.6 2.707 5.911 21.421 73.9 62.95 5.02994275171283 1.59990606708024 6.13188388670236 1.28269104849684 0.0286205569840871 2.15134437477023 4.19644445875552 3.97800426865488 0.259707656497027 -2.01800746561533 0.766807859697553 -0.575894921632288 0.977743398758365 0.249626255319417
"90" "84-4" 1 "Yes" 47.6666666666667 2.73333333333333 5.765 21.9283333333333 76.6666666666667 68.0833333333333 4.53322729309402 1.44191260371803 6.90410505906933 1.28579919467166 0.0300885581487714 2.16397084906744 4.248172994028 4.083321764047 0.949920740756353 -1.90906938627182 1.22944906997721 -0.540842297247014 1.01979099408501 0.683738732664974
"91" "89-5" 0 "No" 24.625 3.0475 5.7425 6.3675 59.125 47.0625 1.82187328446645 0.579494889932238 4.9623583103198 1.32125282403089 0.0303248032820535 1.58851835878252 3.89574376781962 3.61042502854469 -0.785617030368161 -0.666447556118023 1.30390182724584 -2.13836821926757 0.733318519911219 -1.26551359823399
"92" "89-5" 1 "No" 36.125 3.15 5.57666666666667 3.3075 14.25 41.5 0.36323081225 0.115535148003696 6.01040764008565 1.33222518176541 0.0321551564902147 1.34857456150831 2.42440379291994 3.46217778631352 0.151131904054801 -0.28187504561364 1.88073844279787 -2.80448130843642 -0.46266175532025 -1.8765799490336
"93" "9-5" 0 "Yes" 40.1 2.98142857142857 5.88714285714286 52.3390909090909 2.08333333333333 48.5 0.14922171957672 0.0474639069022489 6.33245607959503 1.31403248635266 0.028852991710771 2.6897167266752 1.27718238732259 3.64681651488434 0.438979550129228 -0.919514714042625 0.840059765657188 0.918692037999268 -1.39518190418068 -1.11551004725347
"94" "9-5" 1 "Yes" 30.6666666666667 3.27 5.9 28.085 1 NA 0.067 0.0213111185923287 5.53774924194538 1.34473571083783 0.0287273771904625 2.30207043352162 1 NA -0.271331274184034 0.15660916074613 0.800472294541847 -0.157461097738112 -1.62048990473439 NA
"95" "93-5" 0 "No" 45.8 3.746 6.114 39.748 75 89.5 7.08444591605456 2.25339503101458 6.76756972627545 1.3912076056382 0.0267515611408535 2.5108965518609 4.21716332650875 4.47309043293981 0.827885141979414 1.78541253042228 0.177793000770543 0.422265539775862 0.994584752613158 2.2903420972318
"96" "93-5" 1 "No" 61.4285714285714 3.81333333333333 6.74666666666667 16.65 14.6363636363636 82.5 1.33573214327273 0.424864867356275 7.83763812819726 1.39741754752003 0.0219695667796716 2.02001018626655 2.44611984094794 4.35329384558681 1.78431477443181 2.00306611020563 -1.32925461746717 -0.940494561262438 -0.445009842410566 1.79654766051711
"97" "98-5" 0 "Yes" 22.2307692307692 2.97545454545455 5.92727272727273 13.4738461538462 38.2307692307692 59.4615384615385 3.01888252279472 0.960235275516218 4.71495166791445 1.31337374428523 0.0284636230193082 1.91590025864289 3.36876729476849 3.90312128960068 -1.00674966416714 -0.942603105505703 0.717350051934246 -1.22951635007447 0.304965129102836 -0.0590369485215219
"98" "98-5" 1 "Yes" 34.6666666666667 2.92 5.91 11.9033333333333 24.3333333333333 58.25 2.08765108238856 0.664032534271432 5.8878405775519 1.30721105758156 0.0286302432711771 1.85745007223155 2.89779195114645 3.87643027326591 0.0415811778027267 -1.15860042845343 0.769860497318182 -1.39178115823058 -0.0778676836403432 -0.169055736765721
"99" "99-5" 0 "No" 26.3076923076923 3.26727272727273 6.03272727272727 61.9246153846154 7.53846153846154 51.75 0.366785272461538 0.116665737900708 5.12910248559066 1.34445523617228 0.027477208904178 2.80521291351996 1.96077415781567 3.72651995686042 -0.636580697754781 0.146778744269337 0.406481211337036 1.23932346369296 -0.839523601023365 -0.786977180796875
"100" "99-5" 1 "No" 28.3333333333333 3.04333333333333 5.70333333333333 28.7533333333333 3 43 0.243266666666667 0.0773773848193107 5.32290647422377 1.32080097456705 0.0307427342109587 2.31564536864104 1.44224957030741 3.50339806038672 -0.463358240869527 -0.682284524514818 1.43561294261378 -0.119775431051231 -1.2610068676115 -1.70667242105682
