"Genotype" "Mammal.herb" "HCN" "Flwr.date" "Bnr.wdth" "Bnr.ht" "Biomass" "Infl" "Flwrs" "AF.Seeds" "RF.Seed" "Flwr.date.T" "Bnr.wdth.T" "Bnr.ht.T" "Biomass.T" "Infl.T" "Flwrs.T" "Flwr.date.S" "Bnr.wdth.S" "Bnr.ht.S" "Biomass.S" "Infl.S" "Flwrs.S"
"13" "114-1" 0 "Yes" 34.2857142857143 3.15166666666667 5.89 88.366 13.6 70.6666666666667 1.326375 0.421888580938805 5.8554004376912 1.332401367074 0.0288250062694389 3.06599398947853 2.38696638385467 4.13432742883242 0.012586105162558 -0.27569988909058 0.831240141559066 1.96328336629057 -0.493092793395514 0.893981061503254
"14" "114-1" 1 "Yes" 59 3.3 5.99 56.9416666666667 13.3333333333333 75 0.945716666666667 0.300810149822016 7.68114574786861 1.34780941251295 0.027870602367329 2.74699294265441 2.37126220299338 4.21716332650875 1.64444152003936 0.264339987460256 0.530459333621014 1.07769776181973 -0.505857953636648 1.23542572479993
"15" "118-2" 0 "No" 21.6666666666667 3.34181818181818 6.14545454545455 37.7833333333333 32.75 74.1818181818182 2.6731167595035 0.850255347357019 4.65474668125631 1.35205918989725 0.0264784146213368 2.47927709088117 3.19941395517889 4.2017720825542 -1.06056102160731 0.413291342976583 0.0917107554611122 0.334486080292738 0.167306085544565 1.17198392894579
"16" "118-2" 1 "No" 35.25 3.16333333333333 6.25 14.3075 22.5 68.25 1.2759516685 0.405850109335569 5.93717104351896 1.3336327116541 0.0256 1.9448716182004 2.82310808664309 4.08665101278156 0.0856728632957716 -0.232542229823151 -0.185121997345313 -1.1490883413845 -0.138574542930408 0.697461698735099
"17" "12-2" 0 "Yes" 30.8333333333333 2.9675 5.3925 38.9857142857143 3.14285714285714 NA 0.215342857142857 0.0684954800982435 5.55277708298589 1.31249507339846 0.034389011507208 2.49877052189891 1.46478836033946 NA -0.257899354825314 -0.973399829146022 2.58473883020447 0.388602209574819 -1.2426861879822 NA
"18" "12-2" 1 "Yes" 23 NA NA 18.78 0 NA 0 0 4.79583152331272 NA NA 2.0817275844846 0 NA -0.934459060844547 NA NA -0.769159576780611 -2.43334097629793 NA
"19" "122-3" 0 "Yes" 32.1666666666667 3.675 6.56 62.64 135.833333333333 93.9 18.3972754286671 5.85173908113519 5.67156650905785 1.38456814612647 0.0232376561570494 2.81327986076106 5.14046160234058 4.54522301851019 -0.151725088850179 1.55270469546096 -0.929615694551879 1.2617182878475 1.74508874549583 2.58766834205666
"20" "122-3" 1 "Yes" 42.8888888888889 3.66 6.61666666666667 21.936 39.9 81.1111111111111 4.36572 1.38863248747614 6.54896090146283 1.3831531538376 0.0228413352029389 2.16415996818804 3.4170995551716 4.32872620146761 0.632492064685592 1.50311032841239 -1.05451641689448 -0.540317279625916 0.344252058762595 1.69528128676394
"21" "124-1" 0 "Yes" 23.6363636363636 3.034 6.237 47.0809090909091 86.4545454545455 67.3 6.74880773459355 2.14663644759325 4.86172434804398 1.31978714555956 0.0257068291914105 2.61945661635327 4.42176791364909 4.06760108719661 -0.875563900473693 -0.717818434005187 -0.151454730863302 0.723641448388081 1.160897810517 0.618939033928644
"22" "124-1" 1 "Yes" 37.8 3.028 6.41 31.506 38 65.4 2.58412 0.821947578758333 6.14817045957576 1.31913416252195 0.024337946996819 2.3691814150026 3.36197540679896 4.0289565405335 0.27426463330266 -0.740704976001289 -0.58285855428754 0.0288471281851279 0.299444335688869 0.459648501758697
"23" "128-5" 0 "Yes" 17.1666666666667 3.09333333333333 6.37666666666667 28.2383333333333 109.5 64.0833333333333 10.3843168110851 3.30300607554249 4.14326763155202 1.32619284461313 0.024593060002421 2.30520612643471 4.78414910255899 4.00173535813527 -1.51772218872261 -0.49330371928557 -0.502459578790011 -0.148756033815849 1.45545974823688 0.347444400406189
"24" "128-5" 1 "Yes" 24.2222222222222 3.07 6.275 17.871 45.4 60.25 3.43675008665107 1.0931490846092 4.92160768674447 1.32368483665619 0.0253964222790114 2.05606676811281 3.56740117441337 3.92029742294181 -0.822040032727978 -0.581207426009404 -0.249279605315859 -0.84039711598015 0.466424891021001 0.0117620556532129
"25" "130-3" 0 "No" 33.6666666666667 3.308 6.198 53.7 32.5 66.4166666666667 1.61847268809894 0.51479796111226 5.8022983951764 1.34862552515602 0.0260313598751161 2.70703313319666 3.19125214942995 4.0497264798599 -0.0348766242421079 0.292944093851428 -0.0491787436948872 0.966764483181636 0.160671752995652 0.545260961319468
"26" "130-3" 1 "No" 55 3.36333333333333 6.31166666666667 25.011 13.7 70.3125 0.681883612859363 0.216891082683752 7.41619848709566 1.35423014801665 0.0251022060725165 2.23631390440309 2.39280251071314 4.12740906111828 1.40763104064829 0.489381717933021 -0.342001971708514 -0.340009199592601 -0.488348891424831 0.865463959606847
"27" "130-5" 0 "No" 48.6666666666667 3.74833333333333 6.27666666666667 48.2471428571429 66.7142857142857 56 3.73173577355399 1.18697706903648 6.97614984548545 1.39142419620889 0.0253829368565602 2.6355296109202 4.0557665294976 3.82586236554478 1.01431453882415 1.79300385960931 -0.253529542110239 0.768262031144525 0.863393193215729 -0.377493656916303
"28" "130-5" 1 "No" 56 3.68166666666667 6.26666666666667 42.9422222222222 29 57.0833333333333 2.33721111111111 0.743411689017867 7.48331477354788 1.38519564148179 0.0254640108646446 2.55988896813209 3.07231682568585 3.85037570591872 1.46761973395778 1.57469791423548 -0.227979032938482 0.558274430686894 0.0639950476434988 -0.276451119984271
"29" "132-1" 0 "No" 23.6923076923077 3.16083333333333 6.05166666666667 43.3392307692308 48.3076923076923 47.7727272727273 2.65893350057902 0.845743987462017 4.86747446755581 1.33336913918266 0.0273054917942825 2.56578522351669 3.64199012423315 3.62849624850845 -0.870424430247883 -0.241780237687685 0.352364488912738 0.574643150917979 0.52705459880881 -1.19102510002276
"30" "132-1" 1 "No" 61 3.13 6 24.64 29.3333333333333 44 1.3766 0.437863967973129 7.81024967590665 1.33010548502569 0.0277777777777778 2.22797429482396 3.08404333945516 3.53034833532606 1.75983491191957 -0.356168749521973 0.501205623551304 -0.363160967474591 0.0735269569265904 -1.59558498420219
"31" "135-1" 0 "Yes" 17.875 3.015 6.52833333333333 66.53125 111.75 48.1428571428571 7.699946275786 2.44917116772888 4.22788363132194 1.317716029886 0.0234636384321101 2.85598827913171 4.81669533526729 3.63784301278448 -1.44209221084999 -0.790409409745683 -0.858397281548543 1.38028203826561 1.48191498836918 -1.15249829134843
"32" "135-1" 1 "Yes" 31 3.104 6.624 43.1057142857143 80.5714285714286 48.25 5.44733851771429 1.73266980841148 5.56776436283002 1.32733463890747 0.0227907885831641 2.5623220357494 4.31910426264844 3.64053970985267 -0.244503689158487 -0.453284727116438 -1.07044620626435 0.565028921551584 1.0774475517905 -1.14138266577681
"33" "143-5" 0 "No" 18 3.16555555555556 6.14777777777778 75.2211111111111 154 69.9444444444444 9.5456651467716 3.0362507759031 4.24264068711928 1.33386686717391 0.0264584061279759 2.94499753798399 5.36010841096536 4.12019472412922 -1.42890231997293 -0.224335262981739 0.0854050700113747 1.62738253868388 1.923628889252 0.835726889891424
"34" "143-5" 1 "No" 25 3.28571428571429 6.39571428571429 31.7914285714286 72.4285714285714 66.2857142857143 4.60535172956879 1.46485368460039 5 1.34634837035217 0.0244467927778586 2.3745291801997 4.1684056233525 4.04706314109824 -0.751972800372152 0.213131608612308 -0.5485557587003 0.0436931731175675 0.954952001355626 0.534282836711303
"35" "144-1" 0 "Yes" 24.8571428571429 3.29 6.26333333333333 19.3566666666667 15.4444444444444 54.6666666666667 1.69775317290454 0.540015212063744 4.9856938190329 1.34678718241662 0.0254911218671057 2.09752740049212 2.49033303849267 3.79525415537599 -0.764759698274742 0.228511626412584 -0.219434988633732 -0.725297370844772 -0.409071097409083 -0.503658886102715
"36" "144-1" 1 "Yes" 49.5 3.26333333333333 6.01333333333333 10.4928571428571 4.14285714285714 54.5 0.427985714285714 0.136132153924856 7.03562363973514 1.34404979594454 0.0276547312943397 1.79979665376713 1.60607807189027 3.79139326343789 1.06747235478491 0.132568383104256 0.462427470380924 -1.55183404190896 -1.12783869454722 -0.519573253965065
"37" "147-5" 0 "No" 19.2 3.024 6.192 83.176 151.4 49.3 10.4928930921718 3.3375416278194 4.38178046004133 1.31869830118293 0.0260818326890077 3.01994829738464 5.3297719279083 3.66675849173161 -1.3045388665373 -0.755981573195595 -0.0332722142814311 1.83545493916717 1.89896984649159 -1.03331039998591
"38" "147-5" 1 "No" 42.8 3.22833333333333 6.115 19.4909090909091 12.8181818181818 44.875 0.736775702766325 0.234350960859693 6.54217089351845 1.3404313994612 0.0267428123677484 2.10115467550764 2.34032124903682 3.55359683058628 0.626423139754315 0.00574643168177463 0.17503582109306 -0.715227615371612 -0.531008341215432 -1.49975606390369
"39" "16-8" 0 "Yes" 35.625 3.025 5.9025 35.82625 35.125 52.6875 2.3372875 0.743435986520408 5.96866819315666 1.3188073070364 0.028703047420484 2.44652883092018 3.27495581005969 3.74888855950811 0.113825089076089 -0.752161003747737 0.792804756872634 0.243572937901353 0.228710363232322 -0.694775125725276
"40" "16-8" 1 "Yes" 32 2.91285714285714 5.62857142857143 25.745 19 54.625 1.5375375 0.489054388099291 5.65685424949238 1.30641090353247 0.0315648432064727 2.25254369413535 2.66840164872194 3.79428966889091 -0.164874940750745 -1.18664519867449 1.69470095277091 -0.294953334436139 -0.264327836772385 -0.507634442261228
"41" "17-1" 0 "Yes" 38.5454545454545 3.294 5.824 42.5990909090909 22.6363636363636 81.3 2.93215023450444 0.932647781761915 6.20849857416868 1.34719635371779 0.0294820220987803 2.55475985295188 2.82879985222611 4.33208379488502 0.328186042778006 0.242852758767403 1.03829896805857 0.544035384726119 -0.133947985177159 1.70912108793773
"42" "17-1" 1 "Yes" 38.4 3.43 5.9075 33.346 36.2 79.7 4.55767051590976 1.44968741595989 6.19677335393187 1.36089158926977 0.0286544805130728 2.40303964869825 3.30803064032362 4.30347654666885 0.317706013593536 0.722859995644785 0.777498874721576 0.122841692316472 0.255595274454145 1.59120370538965
"43" "170-4" 0 "Yes" 26.3333333333333 3.492 6.522 23.258 16.3 60.9285714285714 1.26167469775433 0.401308941922134 5.13160143944688 1.36700013909571 0.0235092303350695 2.19605438696413 2.5354936942649 3.93496008916101 -0.634347126971895 0.936959863598479 -0.844028973354032 -0.451774503944542 -0.372362209972111 0.0722006972408053
"44" "170-4" 1 "Yes" 53.1666666666667 3.47 6.6 17.94 18.1666666666667 66.5 1.62320272525722 0.516302474288771 7.29154761807579 1.36484196924762 0.0229568411386593 2.05804852151485 2.62880526470171 4.05141950952195 1.29621780330062 0.861317707495173 -1.01811467064133 -0.834895528126652 -0.296513799953276 0.552239529296942
"45" "172-4" 0 "Yes" 19.5833333333333 3.322 7.053 45.9154545454545 40.0833333333333 53.4090909090909 3.70724132685908 1.1791859636877 4.42530601578392 1.35005016740115 0.0201026000521984 2.60309322595563 3.42232521256989 3.76592553752006 -1.26563562333677 0.342876684279009 -1.9176299996732 0.678214691577229 0.348499739978417 -0.624549711574334
"46" "172-4" 1 "Yes" 34.75 3.1375 6.545 14.745 19.25 47.625 1.57392466019242 0.500628284906733 5.8949130612758 1.33090155849027 0.0233442915328504 1.95957185992381 2.68005420548268 3.62475226210251 0.0479025802443152 -0.328267000578904 -0.896009509144108 -1.10827868705233 -0.254856043522965 -1.20645759020669
"47" "173-1" 0 "Yes" 26.6666666666667 3.09875 5.93375 28.8666666666667 36.6666666666667 59.375 3.0898193313675 0.982798599994662 5.16397779494322 1.32677303041191 0.0284015152385889 2.3179238243715 3.32218497804199 3.90122687676971 -0.605409064945301 -0.472968663266205 0.697776757626993 -0.113450161540647 0.267100643035789 -0.0668456059919916
"48" "173-1" 1 "Yes" 39 2.96833333333333 6.16166666666667 11.89 14.5714285714286 58.4166666666667 1.24811919971429 0.396997257947365 6.2449979983984 1.31258720741141 0.0263392618377971 1.85692970516208 2.44249702782497 3.88012387271175 0.360809313251236 -0.97017060444151 0.047856694756451 -1.39322576034193 -0.447954649939648 -0.153830938646605
"49" "175-2" 0 "Yes" 23.8571428571429 3.07428571428571 5.93714285714286 32.7057142857143 84.7142857142857 67.9166666666667 8.60614034602271 2.7374101124823 4.88437742779393 1.32414656040642 0.0283690636865795 2.3914202895736 4.39189772222844 4.07998707757879 -0.855316524978584 -0.565024371639447 0.687549636792035 0.0905849418248867 1.13661779341292 0.66999335257882
"50" "175-2" 1 "Yes" 40.2222222222222 3.05333333333333 5.77333333333333 14.7388888888889 24.2222222222222 56.2222222222222 2.1424 0.681446872719476 6.34209919681348 1.32188463551507 0.0300017601032594 1.95936879069704 2.89337457851874 3.83091635076737 0.447598590781565 -0.644303060421092 1.20209462790208 -1.10884243186047 -0.0814583497142713 -0.356661429210185
"51" "28-2" 0 "No" 35 3.17333333333333 5.82166666666667 49.1791666666667 7.5 49.8333333333333 0.6435 0.204682161405425 5.91607978309962 1.33468544188696 0.029505659718275 2.64816652457557 1.95743382058443 3.6799335736802 0.0668214455596712 -0.195644862973838 1.04574837419954 0.803343636454451 -0.842238797721163 -0.979003492642186
"52" "28-2" 1 "No" 45.25 2.84 5.66 20.065 1.25 55 0.083075 0.026424196672503 6.72681202353685 1.2981640707689 0.0312152730087777 2.11645866505467 1.07721734501594 3.80295246076139 0.791455812246968 -1.47569020215824 1.58453375179727 -0.672741883839526 -1.55772370309489 -0.471926927326289
"53" "30-2" 0 "No" 16.5 3.7725 7.15083333333333 57.55 111.166666666667 68.0833333333333 6.85366248096903 2.17998826751827 4.06201920231798 1.39366152991159 0.0195562998779863 2.75430057001992 4.8082996839481 4.083321764047 -1.59034222419892 1.8714206465661 -2.08979673894674 1.09798462188544 1.4750905741979 0.683738732664974
"54" "30-2" 1 "No" 11 3.88 6.47 18.77 40 65.5 2.9961 0.952988692753371 3.3166247903554 1.40348550415001 0.0238886407124548 2.08145040884641 3.41995189335339 4.03100898945729 -2.25657748746346 2.21574321856145 -0.724457626676023 -0.769929049976809 0.346570584910127 0.468108574642263
"55" "36-2" 0 "No" 42.9166666666667 3.36272727272727 6.07545454545455 24.2592307692308 19.6923076923077 56.8181818181818 1.85385384615385 0.589667151764615 6.55108133567785 1.35416913703963 0.0270920861575807 2.2193165737088 2.70042552471665 3.84440479914315 0.634387313730666 0.487243331164284 0.285109608998881 -0.387195851571189 -0.238297194854467 -0.301062844016388
"56" "36-2" 1 "No" 34.5 3.305 5.9 19.4866666666667 5.33333333333333 67.25 0.4098 0.130347707449795 5.87367006223537 1.34831965656138 0.0287273771904625 2.10104033095384 1.7471609294726 4.06659350700002 0.0289155381749128 0.282223640128324 0.800472294541847 -0.715545049724267 -1.01315934258218 0.614785848044051
"57" "37-5" 0 "Yes" 30.5714285714286 3.085 6.48333333333333 52.6771428571429 19.1428571428571 97.2142857142857 2.28946626552318 0.72822518056269 5.52914356581818 1.32529876142137 0.0237904851276426 2.69404938661434 2.67507268060512 4.59808183595255 -0.279023047570262 -0.524640632096021 -0.755391402238127 0.930720027591685 -0.258905281357715 2.80554925637219
"58" "37-5" 1 "Yes" 55 2.97125 6.3125 50.9277777777778 20.4444444444444 84.8333333333333 2.42579063177778 0.771586743790688 7.41619848709566 1.31290952376537 0.0250955788648172 2.67139852326925 2.73437728646823 4.39395404696107 1.40763104064829 -0.958873669687782 -0.344090539118783 0.867838483136116 -0.210699468933228 1.96414660200571
"59" "38-4" 0 "No" 43.5 3.00111111111111 5.92777777777778 34.123 22.2 51.3333333333333 1.8273771906124 0.581245552568018 6.59545297913646 1.31619585473623 0.0284587729877056 2.41691736227549 2.81050475771048 3.7164915984845 0.674046792104395 -0.843690353358708 0.715821562349569 0.161367908732774 -0.148819172358547 -0.828313479975562
"60" "38-4" 1 "No" NA NA NA 12.08 0 NA 0 0 NA NA NA 1.86430400938167 0 NA NA NA NA -1.37275379724066 -2.43334097629793 NA
"61" "44-4" 0 "Yes" 44.6666666666667 3.93166666666667 7.88333333333333 62.31 77 50.6666666666667 3.82897294069712 1.21790591680617 6.68331255192114 1.40813460885743 0.0160908956818294 2.8095672885244 4.25432086511501 3.70033273527436 0.752575883099849 2.37869068274253 -3.18192038979074 1.25141173694094 1.02478829768592 -0.894919356930024
"62" "44-4" 1 "Yes" 57 4.02833333333333 7.91 30.611 27.8 52.5833333333333 1.40974 0.448405019766409 7.54983443527075 1.41671127409907 0.0159825853749754 2.35217364359783 3.02934171527249 3.74641632945881 1.52707516269318 2.67929605521929 -3.21605443045373 -0.0183685084723254 0.0290626830934436 -0.704965511541728
"63" "47-2" 0 "Yes" 29.0909090909091 3.32363636363636 6.32636363636364 26.2836363636364 85.6363636363636 62.3181818181818 6.75407529068011 2.14831193285374 5.39359889970594 1.35021638993594 0.0249857101354905 2.26423428669947 4.4077748836435 3.9646506472719 -0.400173186157467 0.348702653414666 -0.378715717306919 -0.26249883127514 1.14952356108253 0.19458341900322
"64" "47-2" 1 "Yes" 33.4 3.228 6.16 13.562 35.4 59.1 2.268770632 0.721642388020066 5.77927331071996 1.34039679741413 0.0263535166132569 1.91902633661319 3.28348034305014 3.89519460742782 -0.0554564984111939 0.00453365714108379 0.0523490934885641 -1.22083797839978 0.23563953900819 -0.0917102628875661
"65" "50-1" 0 "No" 14.5 2.87375 5.74375 30.54875 113.875 46.8125 8.35011143833676 2.6559733600232 3.80788655293195 1.30200378295014 0.0303116056744273 2.3509768956719 4.84703471270713 3.60402071349591 -1.8174865787186 -1.34111130955537 1.2997425954197 -0.021690825893961 1.50657638383173 -1.29191180549459
"66" "50-1" 1 "No" 36.625 2.99428571428571 6.12 20.4157142857143 28.375 45.3125 1.1300875 0.359454160182212 6.0518592184551 1.31544686289931 0.0266991328121663 2.1256470031603 3.05008510019653 3.56510786785602 0.18818142144384 -0.869941928274768 0.161270190012407 -0.647233942607481 0.0459239657568017 -1.45230825015367
"67" "53-5" 0 "No" 20.2 3.31 6.23555555555556 37.364 39.3 62.85 2.67808372513693 0.851835221889231 4.49444101084885 1.34882932199223 0.0257187403634103 2.47236929224016 3.39988465583327 3.97589671632998 -1.20384260356271 0.300087012705524 -0.147700919788486 0.315309193270058 0.330258909388576 0.240939049480638
"68" "53-5" 1 "No" 29.5 3.12 5.935 19.726 17.8 66.875 1.43202 0.45549176188935 5.43139024560011 1.32904182525065 0.0283895529284179 2.10746202264229 2.61099877121762 4.05902068964962 -0.366395193088492 -0.393449188230457 0.694006830335098 -0.697717654572259 -0.310987827262608 0.58357114351438
"69" "65-4" 0 "Yes" 28.2222222222222 3.10111111111111 6.53222222222222 75.1633333333333 119.666666666667 63.9444444444444 13.0009379092574 4.13529148650277 5.31245915016974 1.32702569389204 0.0234357090941054 2.94443185753777 4.92785285396736 3.99884225753302 -0.472696083466468 -0.464113006969083 -0.867199224658448 1.62581214114166 1.57226949655688 0.335519211101423
"70" "65-4" 1 "Yes" 37.3333333333333 3.092 6.36 23.01 37.7142857142857 58 3.01241428571429 0.958177881971375 6.11010092660779 1.32604991279614 0.0247221233337289 2.19017670110989 3.35352819681384 3.8708766406278 0.240237995978542 -0.498313367076666 -0.461785213377078 -0.468091672906667 0.292578012000738 -0.191947481521163
"71" "68-2" 0 "Yes" 36.6666666666667 3.44444444444444 6.48555555555556 89.7891666666667 16.5 74.5909090909091 1.08056502777778 0.343702230652166 6.05530070819498 1.36232208169606 0.023774184692953 3.07826486399055 2.54582168482974 4.20948177338859 0.191257432997019 0.7729976303212 -0.760528491372842 1.9973488025338 -0.36396709177438 1.20376281786852
"72" "68-2" 1 "Yes" 68 3.41 6.21 57.595 18.75 68.5 0.894135041666668 0.284403252395747 8.24621125123532 1.35890342970424 0.0259308527879556 2.75483882892128 2.65664642295653 4.09163473846708 2.14949838437245 0.653176566257803 -0.0808535962523815 1.09947889389257 -0.273883084632276 0.71800432079135
"73" "7-3" 0 "Yes" 39 3.55142857142857 6.33857142857143 76.2357142857143 69.7142857142857 61.0714285714286 8.94435372240987 2.84498780462706 6.2449979983984 1.37277945552254 0.0248895601958839 2.9548784344451 4.11567046274718 3.93803307759399 0.360809313251236 1.13952035980547 -0.409017412903651 1.65481310592605 0.912086169548516 0.0848673735278466
"74" "7-3" 1 "Yes" 48.625 3.43142857142857 6.13 32.9711111111111 31.3333333333333 61.625 5.59007950311111 1.77807234673652 6.97316284049068 1.36103326764234 0.0266120941322994 2.39625700645088 3.15259996424004 3.94989584727778 1.01164474679576 0.727825711194812 0.133839911914892 0.104012254625467 0.129253282845755 0.133765007453121
"75" "70-4" 0 "No" 34.1 3.323 6.365 54.126 47.3 62.4 3.12515251706702 0.99403725239298 5.83952052826257 1.3501517551341 0.0246832978613774 2.71238593257556 3.61648815426562 3.96638496536155 -0.00160739490801761 0.34643725443538 -0.474021078000693 0.981624503613445 0.506325295193721 0.201732175433481
"76" "70-4" 1 "No" 42.3333333333333 3.655 6.66 29.5916666666667 42.6666666666667 62.0833333333333 2.85516443305585 0.908160415424657 6.50640709864771 1.38268052327011 0.0225450675901126 2.33234266372231 3.4943218589452 3.95966406473582 0.594457376517225 1.48654499867406 -1.14788528489132 -0.0734217143321563 0.407022291133566 0.174029021178176
"77" "75-3" 0 "No" 44.7 2.89 6.18666666666667 24.824 3.09090909090909 51.0714285714286 0.162181818181818 0.051586208370033 6.68580586017871 1.30384048104053 0.0261268207491082 2.23212206531864 1.45667302284535 3.71016025471065 0.754804407833498 -1.27673648577081 -0.0190942074284922 -0.351646253409225 -1.24928274876039 -0.854410903963469
"78" "75-3" 1 "No" 60.6666666666667 3.015 6.105 16.702 3.2 59.1666666666667 0.17536 0.055777876960459 7.78888096369861 1.317716029886 0.0268304936609605 2.02158552760119 1.47361259945615 3.89665869123696 1.74073550712786 -0.790409409745683 0.202668619067871 -0.936121222610503 -1.23551339576046 -0.0856753961537666
"79" "77-3" 0 "No" 22.125 3.27714285714286 6.18714285714286 37.085 29.75 61.5625 3.18231602152477 1.0122196139251 4.70372193055669 1.34546945679251 0.0261227992274689 2.46774096677144 3.09857721737056 3.94856006907403 -1.01678682959911 0.182326379478331 -0.0203615917352295 0.302460400299892 0.0853408351640984 0.12825900882436
"80" "77-3" 1 "No" 37.8571428571429 3.142 5.868 30.645 8.875 62.2 0.7668 0.243900981143248 6.15281584781658 1.33137851773327 0.0290415498615531 2.3528265185036 2.07040887471143 3.96214283916725 0.278416692142812 -0.311549954167739 0.899483949496091 -0.0165560485326794 -0.750406903914087 0.184246382550129
"81" "8-2" 0 "No" 20 3.56333333333333 6.59166666666667 37.0766666666667 22.8333333333333 83 2.15162212069045 0.684380211640475 4.47213595499958 1.37392843747495 0.0230149229399646 2.46760232418569 2.83698107644086 4.36207067145484 -1.22377891448399 1.17979127373805 -0.999810165510445 0.30207551166292 -0.127297868307499 1.83272521683495
"82" "8-2" 1 "No" 31.5 3.54857142857143 6.78714285714286 32.902 22.3 81.2142857142857 2.71718327241427 0.864271865007644 5.61248608016091 1.37250327012369 0.0217083102202592 2.39500031299402 2.81471841433133 4.33056082629585 -0.204531313941534 1.12984027875358 -1.41158973663995 0.100523521137871 -0.145394097059082 1.70284350162882
"83" "81-3" 0 "No" 19.8333333333333 2.8975 5.95916666666667 51.24 115.416666666667 65.4166666666667 8.29078281259751 2.63710232451501 4.45346307196246 1.30468557631903 0.0281597591527088 2.67548352027616 4.86881017312759 4.02929876057596 -1.24046878087752 -1.24711656079827 0.621587221232388 0.879178930384303 1.52427659016829 0.461059112501741
"84" "81-3" 1 "No" 20 2.805 6 35.605 50.75 59.875 3.45297447926417 1.09830968095348 4.47213595499958 1.29414582734884 0.0277777777777778 2.44274283180023 3.70236031526107 3.91214709293954 -1.22377891448399 -1.61652647429379 0.501205623551304 0.233062545059232 0.57612657327635 -0.0218331218175157
