"","term","sumsq","meansq","NumDF","DenDF","statistic","p.value"
"1","Mammal.herb",0.334857560279154,0.334857560279154,1,60.5532844261026,3.12314406168853,0.0822265138924463
"2","HCN",0.0075919707800433,0.0075919707800433,1,66.9614238905482,0.070808669926516,0.790980620845707
"3","Bnr.wdth.S",0.191249546904425,0.191249546904425,1,78.3952097227117,1.78374317192432,0.185555107348698
"4","Infl.S",32.0066199904137,32.0066199904137,1,78.4280151126933,298.518824166458,1.84547460042784e-28
"5","Flwrs.S",1.22760542551559,1.22760542551559,1,77.6913903442929,11.4496103704495,0.00112301891961068
"6","Mammal.herb:HCN",0.027784751982022,0.027784751982022,1,59.4165036369223,0.259142374106172,0.612595300936159
"7","HCN:Bnr.wdth.S",0.876710313765134,0.876710313765134,1,78.3183186099255,8.17688753383395,0.00543555847738114
"8","HCN:Infl.S",0.643921954794039,0.643921954794039,1,69.0425708170485,6.00572084330231,0.0167968617263406
"9","Mammal.herb:Bnr.wdth.S",0.25145549108575,0.25145549108575,1,41.8317452949292,2.34527099555029,0.13319201389116
"10","Mammal.herb:Infl.S",2.6398448883094,2.6398448883094,1,48.9920644966366,24.6212624849479,8.8153348881605e-06
"11","Mammal.herb:Flwrs.S",0.628744754448415,0.628744754448415,1,42.4397499129078,5.86416637729898,0.0198024267612614
"12","Mammal.herb:HCN:Bnr.wdth.S",0.692624260539439,0.692624260539439,1,42.3632940631107,6.45995671855769,0.0147784970670361
