"Plant" "Parent.Genotype" "Stolon" "Label" "Row" "Column" "Pollination" "Herbivory" "HCN" "Glycosides.Ac" "Linamarase.Li" "Prop.mass" "Flower.date" "Mammal.herb" "Status" "Leaf.avg.dmg.1" "Leaf.avg.dmg.2" "Leaf.avg.dmg.3" "Avg.Bnr.Wdth" "Avg.Bnr.Ht" "Avg.bnr.dmg" "Bag.Inf.Wht" "Bag.Seed.Num" "Bag.Seed.Wht" "Biomass.plant" "Num.flwrs" "Total.Seed.mass" "Total.Inf" "Seeds.Inf" "Seed.only" "Block"
"457" 31 "8-2" 9 "31-9" 14 13 "Supp" "Ambient" 0 0 0 0.3518 NA 1 "ALIVE" 6.8 5.6 3.4 NA NA NA NA NA NA 31.25 81.5 0.2282 5 0.04564 0.155945034 "E"
"458" 31 "8-2" 10 "31-10" 20 36 "Open" "Ambient" 0 0 0 0.5367 43 NA "ALIVE" 5.4 6.4 15.4 3.67 7.07 NA 0.173 121 0.074 63.1 80 2.5267327241427 17 0.148631336714277 1.7266933416974 "F"
"459" 31 "8-2" 11 "31-11" 16 8 "Open" "Ambient" 0 0 0 0.4323 28 1 "ALIVE" 20 17.8 10 3.71 7.14 58 NA NA NA 63.9 83 3.4523 25 0.138092 2.359198251 "D"
"460" 31 "8-2" 8 "31-8" 6 14 "Supp" "Reduced" 0 0 0 0.4706 14 1 "ALIVE" 1.4 0.8 2 3.44 6.24 0 NA NA NA 33.75 72 1.9238 28 0.0687071428571429 1.314667206 "B"
"461" 31 "8-2" 16 "31-16" 13 15 "Open" "Reduced" 0 0 0 0.5012 17 1 "ALIVE" 0 14.6 1 3.59 7.31 NA 0.16 120 0.071 54.68 80 2.4613327241427 18 0.136740706896817 1.6820009436974 "E"
"462" 31 "8-2" 13 "31-13" 3 11 "Open" "Reduced" 0 0 0 0.4069 14 NA "ALIVE" 8.6 0 0 3.86 6.69 8.2 NA NA NA 14.41 80 0.1309 2 0.06545 0.089453133 "A"
"463" 31 "8-2" 14 "31-14" 7 1 "Open" "Reduced" 0 0 0 0.2622 62 1 "ALIVE" 3.2 1 0 3.59 6.69 0 NA NA NA 44.04 90.5 9.7751 67 0.145897014925373 6.680010087 "A"
"464" 31 "8-2" 15 "31-15" 11 20 "Supp" "Ambient" 0 0 0 0.4192 13 NA "ALIVE" 17.2 68.8 11.4 3.04 6.18 0 NA NA NA 72.26 80 6.9495 73 0.0951986301369863 4.749079815 "B"
"465" 32 "110-5" 15 "32-15" 3 34 "Open" "Ambient" 1 1 1 0.5459 NA 1 "ALIVE" 4.2 8.8 6.2 NA NA NA NA NA NA 2.45 NA 0 0 NA 0 "C"
"466" 32 "110-5" 16 "32-16" 17 32 "Supp" "Ambient" 1 1 1 0.3395 37 NA "ALIVE" 10.8 1.8 3.2 3.52 6.14 10 NA NA NA 16.36 65 0.6514 9 0.0723777777777778 0.445147218 "F"
"467" 32 "110-5" 3 "32-3" 11 18 "Supp" "Reduced" 1 1 1 0.5202 48 1 "ALIVE" 0 7.8 8.2 NA NA NA NA NA NA 7.26 NA 0.1908 3 0.0636 0.130386996 "B"
"468" 32 "110-5" 9 "32-9" 3 14 "Open" "Reduced" 1 1 1 0.2578 25 NA "ALIVE" 4.2 0.4 2 3.15 5.51 6 NA NA NA 30.06 47 3.5453 44 0.080575 2.422751661 "B"
"469" 32 "110-5" 10 "32-10" 9 2 "Supp" "Ambient" 1 1 1 0.384 22 NA "ALIVE" 18.4 2.2 5.8 3.42 6.04 97.6 NA NA NA 19.15 55.5 2.78 34 0.0817647058823529 1.8997686 "A"
"470" 32 "110-5" 1 "32-1" 5 5 "Supp" "Ambient" 1 1 1 0.5106 25 NA "ALIVE" 13.8 24.4 5 3.19 5.58 79.6 NA NA NA 26.6 61 1.838 27 0.0680740740740741 1.25603406 "A"
"471" 32 "110-5" 2 "32-2" 1 27 "Supp" "Reduced" 1 1 1 0.5501 36 NA "ALIVE" 6.6 9.2 2.4 3.23 5.71 0.6 NA NA NA 11.14 59 1.0966 12 0.0913833333333333 0.749383542 "C"
"472" 32 "110-5" 7 "32-7" 21 24 "Supp" "Reduced" 1 1 1 0.4036 90 NA "ALIVE" 13.2 0 2.2 3.27 5.7 0 NA NA NA 8.14 62 0.5353 7 0.0764714285714286 0.365807961 "E"
"473" 32 "110-5" 4 "32-4" 7 13 "Open" "Ambient" 1 1 1 0.5102 85 1 "ALIVE" 9.6 7.6 5.8 NA NA NA NA NA NA 4.09 62 0.4615 7 0.0659285714285714 0.315375255 "B"
"474" 32 "110-5" 5 "32-5" 21 20 "Open" "Reduced" 1 1 1 0.3654 41 1 "ALIVE" 2.4 1 0.8 3.44 5.84 38 NA NA NA 11 56.5 1.3881 13 0.106776923076923 0.948585897 "E"
"475" 32 "110-5" 6 "32-6" 6 2 "Open" "Ambient" 1 1 1 0.4551 32 NA "ALIVE" 2.2 2.8 0.6 3.32 5.57 97.6 NA NA NA 35.98 55.5 3.1639 43 0.0735790697674419 2.162114343 "A"
"476" 32 "110-5" 12 "32-12" 4 8 "Open" "Reduced" 1 1 1 0.4593 NA 1 "ALIVE" 1 0.6 8.4 NA NA NA NA NA NA 8.16 NA 0 0 NA 0 "A"
"477" 32 "110-5" 8 "32-8" 6 19 "Supp" "Reduced" 1 1 1 0.4437 68 1 "ALIVE" 1.4 2.6 0.2 3.79 6.25 NA NA NA NA 14.41 62.5 1.7483 22 0.0794681818181818 1.194735771 "B"
"478" 32 "110-5" 14 "32-14" 14 15 "Open" "Reduced" 1 1 1 0.3937 71 1 "ALIVE" 11.6 0.2 6.4 3.64 6.22 NA NA NA NA 40.63 54 1.7859 25 0.071436 1.220430483 "E"
"479" 32 "110-5" 11 "32-11" 17 28 "Open" "Ambient" 1 1 1 0.4639 7 1 "ALIVE" 5.2 5.2 5.4 NA NA NA NA NA NA 24.77 58 0.2671 3 0.0890333333333333 0.182528127 "F"
"480" 32 "110-5" 13 "32-13" 9 11 "Supp" "Ambient" 1 1 1 0.44 48 1 "ALIVE" 32.6 23.4 9.6 3.48 6.02 0 NA NA NA 9.05 46 0.3247 7 0.0463857142857143 0.221890239 "A"
"481" 33 "130-5" 16 "33-16" 10 10 "Open" "Ambient" 0 0 1 0.4306 NA 1 "ALIVE" 16 15.4 8 NA NA NA NA NA NA 4.34 NA 0 0 NA 0 "A"
"482" 33 "130-5" 7 "33-7" 8 6 "Supp" "Ambient" 0 0 1 0.3385 NA 1 "ALIVE" 60.8 8.4 11.8 NA NA NA NA NA NA 7.55 NA 0 0 NA 0 "A"
"483" 33 "130-5" 14 "33-14" 12 2 "Supp" "Ambient" 0 0 1 0.3218 51 1 "ALIVE" 15.4 3 31.2 3.56 6.21 NA NA NA NA 37.05 52 0.5723 5 0.11446 0.391092651 "D"
"484" 33 "130-5" 15 "33-15" 21 22 "Open" "Reduced" 0 0 1 0.491 57 1 "ALIVE" 2 9 3.2 3.61 6.41 NA NA NA NA 25.92 63 1.5347 24 0.0639458333333333 1.048767939 "E"
"485" 33 "130-5" 1 "33-1" 10 36 "Open" "Reduced" 0 0 1 0.4212 48 NA "ALIVE" 6 1.2 0.8 3.74 6.61 0 0.138 103 0.056 50.3 52 5.62405041487791 143 0.0393290238802651 3.84330733201512 "C"
"486" 33 "130-5" 2 "33-2" 8 19 "Supp" "Reduced" 0 0 1 0.5029 55 1 "ALIVE" 8.4 4 1 3.7 6.05 1 NA NA NA 46.47 62 2.6458 42 0.0629952380952381 1.808060346 "B"
"487" 33 "130-5" 3 "33-3" 10 14 "Supp" "Ambient" 0 0 1 0.3226 NA 1 "ALIVE" 31.8 29.6 10 NA NA NA NA NA NA 3.88 NA 0 0 NA 0 "B"
"488" 33 "130-5" 4 "33-4" 1 23 "Supp" "Reduced" 0 0 1 0.4028 35 NA "ALIVE" 2.6 3.4 1 3.7 6.35 0 NA NA NA 96.3 64.5 7.7105 152 0.0507269736842105 5.269124385 "B"
"489" 33 "130-5" 5 "33-5" 21 12 "Supp" "Ambient" 0 0 1 0.3644 NA NA "ALIVE" 39.4 25.4 6.2 NA NA NA NA NA NA 33.95 NA 0 0 NA 0 "D"
"490" 33 "130-5" 6 "33-6" 8 16 "Supp" "Reduced" 0 0 1 0.5317 46 NA "ALIVE" 0.8 3.6 1.2 3.84 6.21 0 NA NA NA 73.73 51.5 4.5023 82 0.0549060975609756 3.076736751 "B"
"491" 33 "130-5" 11 "33-11" 2 30 "Open" "Ambient" 0 0 1 0.4965 47 NA "ALIVE" 22.2 8.6 6.2 3.99 6.44 70.4 NA NA NA 33.17 60.5 2.8501 35 0.0814314285714286 1.947672837 "C"
"492" 33 "130-5" 8 "33-8" 8 3 "Open" "Ambient" 0 0 1 0.5265 70 1 "ALIVE" NA 9.8 3.2 3.81 6.37 NA NA NA NA 23.52 51.5 0.5753 11 0.0523 0.393142761 "A"
"493" 33 "130-5" 9 "33-9" 18 31 "Open" "Ambient" 0 0 1 0.3795 46 NA "ALIVE" 21.8 17.4 6.4 3.69 6.33 0 NA NA NA 37.64 51.5 5.4352 55 0.0988218181818182 3.714252624 "F"
"494" 33 "130-5" 10 "33-10" 4 22 "Open" "Reduced" 0 0 1 0.4309 70 NA "ALIVE" 5.4 2.8 0.4 3.53 5.72 NA NA NA NA 12.64 NA 0 0 NA 0 "B"
"495" 33 "130-5" 12 "33-12" 16 10 "Open" "Reduced" 0 0 1 0.5449 54 1 "ALIVE" 8.6 4.6 1.6 3.81 6.48 0 NA NA NA 71.55 63.5 15.052 167 0.0901317365269461 10.28608524 "D"
"496" 33 "130-5" 13 "33-13" 1 5 "Supp" "Reduced" 0 0 1 0.2875 49 1 "ALIVE" 9.6 0.4 12.4 3.6 6.08 0 NA NA NA 166.2 50.5 0.6548 12 0.0545666666666667 0.447470676 "A"
"497" 34 "107-2" 8 "34-8" 4 28 "Supp" "Reduced" 1 1 1 0.5379 NA NA "ALIVE" 6 0 0.8 NA NA NA NA NA NA 23.72 NA 0 0 NA 0 "C"
"498" 34 "107-2" 9 "34-9" 15 27 "Supp" "Reduced" 1 1 1 0.5186 NA NA "ALIVE" 6.8 13 0 NA NA NA NA NA NA 65.37 NA 0 0 NA 0 "F"
"499" 34 "107-2" 10 "34-10" 6 32 "Open" "Reduced" 1 1 1 0.417 NA NA "ALIVE" 2 1.2 0 NA NA NA NA NA NA 129.87 NA 0 0 NA 0 "C"
"500" 34 "107-2" 11 "34-11" 5 13 "Open" "Reduced" 1 1 1 0.4703 NA NA "ALIVE" 1 1.2 1.6 NA NA NA NA NA NA 107.7 NA 0 0 NA 0 "B"
"501" 34 "107-2" 12 "34-12" 10 31 "Supp" "Ambient" 1 1 1 0.5376 NA NA "ALIVE" 14.4 0.8 1.6 NA NA NA NA NA NA 58.27 NA 0 0 NA 0 "C"
"502" 34 "107-2" 13 "34-13" 18 21 "Open" "Reduced" 1 1 1 0.4166 NA NA "ALIVE" 1.6 0.6 0 NA NA NA NA NA NA 106.47 NA 0 0 NA 0 "E"
"503" 34 "107-2" 1 "34-1" 1 8 "Supp" "Ambient" 1 1 1 0.5439 NA NA "ALIVE" 8.8 29 31 NA NA NA NA NA NA 75.45 NA 0 0 NA 0 "A"
"504" 34 "107-2" 2 "34-2" 22 27 "Open" "Ambient" 1 1 1 0.5579 NA NA "ALIVE" 3.6 16.4 3.6 NA NA NA NA NA NA 102.35 NA 0 0 NA 0 "F"
"505" 34 "107-2" 3 "34-3" 19 33 "Open" "Ambient" 1 1 1 0.4979 NA NA "ALIVE" 0.8 1.6 1.4 NA NA NA NA NA NA 27.93 NA 0 0 NA 0 "F"
"506" 34 "107-2" 4 "34-4" 13 1 "Open" "Reduced" 1 1 1 0.4035 NA NA "ALIVE" 0 0 0 NA NA NA NA NA NA 233.1 NA 0 0 NA 0 "D"
"507" 34 "107-2" 5 "34-5" 21 21 "Supp" "Ambient" 1 1 1 0.3506 NA 1 "ALIVE" 5.6 4 3.4 NA NA NA NA NA NA 69.11 NA 0 0 NA 0 "E"
"508" 34 "107-2" 6 "34-6" 11 30 "Open" "Ambient" 1 1 1 0.5235 NA NA "ALIVE" 6.6 20.4 0.4 NA NA NA NA NA NA 104.3 NA 0 0 NA 0 "C"
"509" 34 "107-2" 7 "34-7" 11 9 "Supp" "Ambient" 1 1 1 0.5424 NA NA "ALIVE" 12.4 10.6 0 NA NA NA NA NA NA 122.33 NA 0 0 NA 0 "A"
"510" 34 "107-2" 16 "34-16" 10 22 "Open" "Ambient" 1 1 1 0.4506 NA 1 "ALIVE" 23.2 2 1.2 NA NA NA NA NA NA 43.18 NA 0 0 NA 0 "B"
"511" 34 "107-2" 14 "34-14" 12 21 "Supp" "Reduced" 1 1 1 0.4864 NA 1 "ALIVE" 0 2.2 0 NA NA NA NA NA NA 197.6 NA 0 0 NA 0 "E"
"512" 34 "107-2" 15 "34-15" 11 34 "Supp" "Reduced" 1 1 1 0.5528 NA NA "ALIVE" 16.6 6.6 0.6 NA NA NA NA NA NA 88.45 NA 0 0 NA 0 "C"
"513" 35 "9-5" 1 "35-1" 7 27 "Open" "Reduced" 1 1 1 0.4469 32 1 "ALIVE" 0.8 1.2 0.4 3.19 6 43 NA NA NA 54.41 NA 0.1761 2 0.08805 0.120341457 "C"
"514" 35 "9-5" 8 "35-8" 14 27 "Supp" "Ambient" 1 1 1 0.4143 48 NA "ALIVE" 35.2 23.2 0.8 NA NA NA NA NA NA 14.31 NA 0.0146 1 0.0146 0.009977202 "F"
"515" 35 "9-5" 9 "35-9" 3 25 "Supp" "Reduced" 1 1 1 0.3486 25 NA "ALIVE" 10.8 0.4 3.2 3.28 6.01 0 NA NA NA 24.24 NA 0.1403 2 0.07015 0.095876811 "C"
"516" 35 "9-5" 10 "35-10" 15 25 "Supp" "Reduced" 1 1 1 0.3406 91 NA "ALIVE" 7.6 14.4 2.6 3.12 6.18 NA NA NA NA 139.47 65 0.3159 4 0.078975 0.215876583 "F"
"517" 35 "9-5" 11 "35-11" 19 28 "Supp" "Reduced" 1 1 1 0.4037 NA 1 "ALIVE" 12 11 3.2 NA NA NA NA NA NA 26.82 NA 0 0 NA 0 "F"
"518" 35 "9-5" 12 "35-12" 16 13 "Supp" "Ambient" 1 1 1 0.4434 18 NA "ALIVE" 22.2 11.6 2 3.23 5.74 NA 0.105 104 0.058 147.77 NA 0.504730317460317 7 0.0721043310657596 0.344917557042857 "E"
"519" 35 "9-5" 13 "35-13" 6 25 "Open" "Reduced" 1 1 1 0.5123 14 NA "ALIVE" 3.6 7 0.8 3.36 6.81 4 0.089 59 0.039 11.93 NA 0.406530317460317 5 0.0813060634920635 0.277810623042857 "C"
"520" 35 "9-5" 14 "35-14" 22 2 "Open" "Reduced" 1 1 1 0.5282 29 NA "ALIVE" 0 12.8 7 2.11 5.81 1 NA NA NA 25.62 32 0.0409 1 0.0409 0.027949833 "D"
"521" 35 "9-5" 2 "35-2" 21 19 "Supp" "Ambient" 1 1 1 0.2758 41 1 "ALIVE" 18.8 25.4 20 NA NA NA NA NA NA 15.26 NA 0.0534 1 0.0534 0.036491958 "E"
"522" 35 "9-5" 3 "35-3" 2 1 "Open" "Ambient" 1 1 1 0.3488 19 1 "ALIVE" 21.8 3.6 1.6 3.35 5.8 NA NA NA NA 15.85 NA 0.0385 1 0.0385 0.026309745 "A"
"523" 35 "9-5" 4 "35-4" 4 1 "Open" "Ambient" 1 1 1 0.554 24 NA "ALIVE" 5 5.2 1.4 2.63 4.91 70 NA NA NA NA NA 0.1603 2 0.08015 0.109544211 "A"
"524" 35 "9-5" 5 "35-5" 16 31 "Supp" "Ambient" 1 1 1 0.3385 NA NA "ALIVE" 4.2 18.4 1.2 NA NA NA NA NA NA 32.73 NA 0 0 NA 0 "F"
"525" 35 "9-5" 6 "35-6" 14 18 "Open" "Ambient" 1 1 1 0.5005 NA NA "ALIVE" 21.2 10.4 5.2 NA NA NA NA NA NA 64.63 NA 0 0 NA 0 "E"
"526" 35 "9-5" 7 "35-7" 8 15 "Open" "Reduced" 1 1 1 0.3914 31 NA "ALIVE" 9 1 4.8 NA NA NA NA NA NA 9.14 NA 0 0 NA 0 "B"
"527" 35 "9-5" 16 "35-16" 2 17 "Open" "Ambient" 1 1 1 0.4764 35 NA "ALIVE" 38 15.2 2.8 3.14 5.75 47 NA NA NA 60.14 NA 0.048 1 0.048 0.03280176 "B"
"528" 35 "9-5" 15 "35-15" 3 4 "Supp" "Reduced" 1 1 1 0.4712 86 NA "ALIVE" 0 4.4 5.4 NA NA NA NA NA NA 45.75 NA 0.1594 2 0.0797 0.108929178 "A"
"529" 36 "38-4" 7 "36-7" 22 31 "Supp" "Ambient" 0 1 0 0.3156 25 NA "ALIVE" 2 23.2 6.4 3.22 6.01 0 NA NA NA 32.68 52.5 1.204 20 0.0602 0.82277748 "F"
"530" 36 "38-4" 8 "36-8" 5 1 "Supp" "Ambient" 0 1 0 0.2509 39 NA "ALIVE" 3.8 20.8 3.6 2.55 5.16 81 NA NA NA 12.21 52 0.5025 7 0.0717857142857143 0.343393425 "A"
"531" 36 "38-4" 6 "36-6" 18 20 "Open" "Ambient" 0 1 0 0.3698 NA 1 "ALIVE" 19.6 33.2 24.6 NA NA NA NA NA NA 7.89 NA 0 0 NA 0 "E"
"532" 36 "38-4" 11 "36-11" 20 32 "Open" "Reduced" 0 1 0 0.3556 NA 1 "ALIVE" 2 0.4 1.6 NA NA NA NA NA NA 2.14 NA 0 0 NA 0 "F"
"533" 36 "38-4" 12 "36-12" 2 29 "Supp" "Reduced" 0 1 0 0.4512 85 NA "ALIVE" 0.6 10.2 3.6 2.54 4.89 NA NA NA NA 10.47 51 0.2128 2 0.1064 0.145421136 "C"
"534" 36 "38-4" 9 "36-9" 22 23 "Open" "Reduced" 0 1 0 0.4077 32 NA "ALIVE" 0.4 0 0 2.99 5.88 91.6 NA NA NA 30.7 49 0.6077 6 0.101283333333333 0.415283949 "E"
"535" 36 "38-4" 10 "36-10" 19 16 "Supp" "Reduced" 0 1 0 0.2512 46 NA "ALIVE" 4.4 0 7.2 3.15 5.87 2 NA NA NA 90.35 54.5 5.0524 56 0.0902214285714286 3.452658588 "E"
"536" 36 "38-4" 1 "36-1" 6 33 "Open" "Ambient" 0 1 0 0.3724 29 NA "ALIVE" 2 6.8 6.6 3.16 6.45 5 NA NA NA 27.64 54 2.3573 29 0.0812862068965517 1.610908101 "C"
"537" 36 "38-4" 2 "36-2" 9 13 "Open" "Reduced" 0 1 0 0.3452 NA 1 "ALIVE" 18.8 2.4 12 NA NA NA NA NA NA 3.19 NA 0 0 NA 0 "B"
"538" 36 "38-4" 3 "36-3" 2 32 "Open" "Ambient" 0 1 0 0.3504 42 NA "ALIVE" 10.6 32.8 2.6 3.22 6.37 13 NA NA NA 73.43 44 4.4414 64 0.069396875 3.035119518 "C"
"539" 36 "38-4" 4 "36-4" 2 35 "Open" "Reduced" 0 1 0 0.5178 31 NA "ALIVE" 1.2 3 2 3.01 6.15 0 0.167 128 0.077 30.91 50.5 2.22967190612401 23 0.0969422567880002 1.52369089048796 "C"
"540" 36 "38-4" 5 "36-5" 17 34 "Supp" "Ambient" 0 1 0 0.3139 33 NA "ALIVE" 4 22.2 5.2 3.17 6.57 3.6 NA NA NA 24.33 54.5 1.666 15 0.111066666666667 1.13849442 "F"
"541" 36 "38-4" 14 "36-14" 23 8 "Open" "Ambient" 0 1 0 0.4125 NA NA "DEAD" NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 0 "D"
"542" 36 "38-4" 15 "36-15" 12 7 "Supp" "Reduced" 0 1 0 0.2574 NA 1 "ALIVE" 22.66666667 0 3 NA NA NA NA NA NA 32.47 NA 0 0 NA 0 "D"
"543" 36 "38-4" 16 "36-16" 18 35 "Supp" "Ambient" 0 1 0 0.5587 NA 1 "ALIVE" 23.2 22.2 3.6 NA NA NA NA NA NA 14.71 NA 0 0 NA 0 "F"
"544" 36 "38-4" 13 "36-13" 15 29 "Supp" "Reduced" 0 1 0 0.2967 73 NA "ALIVE" 0 25 6.6 NA NA NA NA NA NA 8.51 NA 0 0 NA 0 "F"
"545" 37 "30-2" 3 "37-3" 8 27 "Supp" "Reduced" 0 0 1 0.2865 NA 1 "DEAD" NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 0 "C"
"546" 37 "30-2" 4 "37-4" 6 18 "Open" "Reduced" 0 0 1 0.5282 6 NA "ALIVE" 7.2 2.4 0.8 3.88 7.37 25.2 NA NA NA 102.21 68.5 13.4383 214 0.0627957943925234 9.183331071 "B"
"547" 37 "30-2" 5 "37-5" 15 36 "Supp" "Ambient" 0 0 1 0.4584 17 NA "ALIVE" 19.6 11 10.4 3.83 7.44 46 NA NA NA 39.98 72.5 2.7862 54 0.0515962962962963 1.904005494 "F"
"548" 37 "30-2" 6 "37-6" 16 28 "Supp" "Ambient" 0 0 1 0.4774 27 NA "ALIVE" 25 8.2 13 3.83 7.57 89 NA NA NA 38.1 60.5 1.3082 61 0.0214459016393443 0.893984634 "F"
"549" 37 "30-2" 7 "37-7" 2 21 "Open" "Reduced" 0 0 1 0.4257 10 NA "ALIVE" 0.6 4 0.6 3.95 7.39 0 NA NA NA 43.35 63 4.3905 120 0.0365875 3.000335985 "B"
"550" 37 "30-2" 8 "37-8" 12 23 "Open" "Ambient" 0 0 1 0.4907 37 NA "ALIVE" 27.8 18.6 10.4 3.89 7.27 NA NA NA NA 167.86 74.5 11.251 217 0.0518479262672811 7.68859587 "E"
"551" 37 "30-2" 9 "37-9" 16 21 "Supp" "Reduced" 0 0 1 0.5576 NA 1 "DEAD" NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 "E"
"552" 37 "30-2" 1 "37-1" 7 24 "Supp" "Ambient" 0 0 1 0.4826 15 1 "DEAD" NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 0 "B"
"553" 37 "30-2" 2 "37-2" 1 11 "Open" "Ambient" 0 0 1 0.25 8 NA "ALIVE" 22.8 38.6 5 3.9 7.43 0 0.135 91 0.063 40.81 78 3.14321659054277 106 0.0296529867032337 2.14797992147922 "A"
"554" 37 "30-2" 16 "37-16" 4 27 "Supp" "Reduced" 0 0 1 0.3919 20 NA "ALIVE" 1.6 0.2 1.8 3.53 6.56 11.6 NA NA NA 61.75 71.5 17.2638 168 0.102760714285714 11.797563006 "C"
"555" 37 "30-2" 12 "37-12" 1 22 "Open" "Ambient" 0 0 1 0.367 8 NA "ALIVE" 4.8 19 2.8 3.17 6.41 3.6 NA NA NA 40.5 72 2.2329 44 0.0507477272727273 1.525896873 "B"
"556" 37 "30-2" 13 "37-13" 19 13 "Open" "Ambient" 0 0 1 0.2506 17 NA "ALIVE" 19.8 3.6 5.2 4.15 7.4 86 NA NA NA 39.66 61.5 4.0745 57 0.0714824561403509 2.784391065 "E"
"557" 37 "30-2" 10 "37-10" 12 35 "Supp" "Ambient" 0 0 1 0.387 14 NA "ALIVE" 32.4 28.6 8 3.74 6.88 0 0.098 54 0.036 58.46 70 12.5187165905428 143 0.0875434726611383 8.55491535647922 "F"
"558" 37 "30-2" 11 "37-11" 12 13 "Open" "Reduced" 0 0 1 0.5598 11 1 "ALIVE" 10 0.8 19.8 3.88 6.47 0 NA NA NA 18.77 65.5 2.9961 40 0.0749025 2.047444857 "E"
"559" 37 "30-2" 14 "37-14" 17 24 "Open" "Reduced" 0 0 1 0.3572 20 NA "ALIVE" 2.8 0.2 2.4 3.91 7.05 8.8 NA NA NA 27.33 62.5 4.6198 59 0.0783016949152542 3.157032726 "E"
"560" 37 "30-2" 15 "37-15" 1 9 "Supp" "Reduced" 0 0 1 0.2754 14 NA "ALIVE" 25.2 20 6 3.49 7.04 30.4 0.111 72 0.049 30.59 62.5 5.21681659054277 91 0.0573276548411294 3.56501595347922 "A"
"561" 38 "108-3" 15 "38-15" 12 8 "Open" "Reduced" 0 1 0 0.3057 25 1 "ALIVE" 10.8 7.2 4.2 2.65 5.8 38.8 NA NA NA 37.07 44.5 0.3052 7 0.0436 0.208564524 "D"
"562" 38 "108-3" 16 "38-16" 10 5 "Supp" "Reduced" 0 1 0 0.3443 NA NA "ALIVE" 2.4 0.6 1 NA NA NA NA NA NA 6.31 NA 0 0 NA 0 "A"
"563" 38 "108-3" 5 "38-5" 1 33 "Supp" "Reduced" 0 1 0 0.2989 NA 1 "ALIVE" 7 22 0 NA NA NA NA NA NA 21.04 NA 0 0 NA 0 "C"
"564" 38 "108-3" 6 "38-6" 21 25 "Open" "Ambient" 0 1 0 0.2665 39 1 "ALIVE" 13.33333333 15 2.8 NA NA NA NA NA NA 3.68 NA 0 0 NA 0 "F"
"565" 38 "108-3" 3 "38-3" 22 17 "Supp" "Ambient" 0 1 0 0.3314 NA NA "ALIVE" 22.4 0.4 4 NA NA NA NA NA NA 12.25 NA 0 0 NA 0 "E"
"566" 38 "108-3" 4 "38-4" 5 8 "Open" "Reduced" 0 1 0 0.3359 29 1 "ALIVE" 3.2 10.8 0.4 2.8 5.53 0.2 NA NA NA 7.43 37 0.0372 1 0.0372 0.025421364 "A"
"567" 38 "108-3" 14 "38-14" 21 14 "Open" "Ambient" 0 1 0 0.5357 NA NA "ALIVE" 34 7.8 1.8 NA NA NA NA NA NA 21.85 NA 0 0 NA 0 "E"
"568" 38 "108-3" 1 "38-1" 10 33 "Supp" "Ambient" 0 1 0 0.5239 NA 1 "ALIVE" 7.4 15.6 6.8 NA NA NA NA NA NA 6.25 NA 0 0 NA 0 "C"
"569" 38 "108-3" 2 "38-2" 20 15 "Open" "Ambient" 0 1 0 0.2652 NA NA "ALIVE" 14.2 2.2 0.8 NA NA NA NA NA NA 34.19 NA 0 0 NA 0 "E"
"570" 38 "108-3" 7 "38-7" 1 24 "Supp" "Reduced" 0 1 0 0.3011 29 NA "ALIVE" 2.8 13.4 16.4 2.87 5.8 0 NA NA NA 48.59 48.5 1.3121 26 0.0504653846153846 0.896649777 "B"
"571" 38 "108-3" 8 "38-8" 6 6 "Open" "Reduced" 0 1 0 0.3327 29 NA "ALIVE" 0 0.4 0.4 2.7 5.53 NA NA NA NA 22.56 NA 0.1505 3 0.0501666666666667 0.102847185 "A"
"572" 38 "108-3" 9 "38-9" 16 35 "Supp" "Ambient" 0 1 0 0.4252 37 NA "ALIVE" 53.2 8.8 1.2 NA NA NA NA NA NA 28.42 NA 0 0 NA 0 "F"
"573" 38 "108-3" 10 "38-10" 5 31 "Open" "Reduced" 0 1 0 0.3784 25 1 "ALIVE" 4.4 8.8 2 2.98 5.98 5 NA NA NA 20.76 48 1.2481 15 0.0832066666666667 0.852914097 "C"
"574" 38 "108-3" 11 "38-11" 3 3 "Supp" "Reduced" 0 1 0 0.2778 41 NA "ALIVE" 0.6 0 0 3.05 5.74 6 NA NA NA 19.93 NA 0.0911 1 0.0911 0.062255007 "A"
"575" 38 "108-3" 12 "38-12" 3 32 "Open" "Ambient" 0 1 0 0.2548 NA 1 "ALIVE" 16 6 3.2 NA NA NA NA NA NA 5.76 NA 0 0 NA 0 "C"
"576" 38 "108-3" 13 "38-13" 21 4 "Supp" "Ambient" 0 1 0 0.2593 NA NA "ALIVE" 7.8 17.4 18 NA NA NA NA NA NA 11.31 NA 0 0 NA 0 "D"
"577" 39 "83-4" 4 "39-4" 9 16 "Supp" "Ambient" 1 1 1 0.5223 NA NA "ALIVE" 31.8 9 3.6 NA NA NA NA NA NA 40.83 NA 0 0 NA 0 "B"
"578" 39 "83-4" 1 "39-1" 14 26 "Open" "Ambient" 1 1 1 0.2523 94 1 "ALIVE" 2 1.2 6.6 NA NA NA NA NA NA 18.66 58.5 0.0128 2 0.0064 0.008747136 "F"
"579" 39 "83-4" 2 "39-2" 22 28 "Open" "Reduced" 1 1 1 0.3169 NA 1 "ALIVE" 2.6 6.2 13.2 NA NA NA NA NA NA 16.82 NA 0 0 NA 0 "F"
